geneId:ID,name,:LABEL
Ap3m2,Ap3m2,Gene
Ap3s1,Ap3s1,Gene
Apaf1,Apaf1,Gene
Apba1,Apba1,Gene
Apba2,Apba2,Gene
Apba3,Apba3,Gene
Apbb1,Apbb1,Gene
Apbb2,Apbb2,Gene
Apc,Apc,Gene
Apc2,Apc2,Gene
Apeh,Apeh,Gene
ApepP,ApepP,Gene
Apex1,Apex1,Gene
Aph1a,Aph1a,Gene
Aph1b,Aph1b,Gene
ApiAP2,ApiAP2,Gene
Aplf,Aplf,Gene
Aplip1,Aplip1,Gene
Aplp1,Aplp1,Gene
Aplp2,Aplp2,Gene
Apoa1,Apoa1,Gene
Apoa2,Apoa2,Gene
Apob,Apob,Gene
Apobec1,Apobec1,Gene
Apobec3,Apobec3,Gene
Apod,Apod,Gene
Apoe,Apoe,Gene
Apoh,Apoh,Gene
Apoltp,Apoltp,Gene
App,App,Gene
Appbp2,Appbp2,Gene
Appl,Appl,Gene
Appl1,Appl1,Gene
Appl2,Appl2,Gene
Aprt,Aprt,Gene
Aqp2,Aqp2,Gene
Aqp4,Aqp4,Gene
Aqr,Aqr,Gene
Ar,Ar,Gene
Araf,Araf,Gene
Arap1,Arap1,Gene
Arc,Arc,Gene
Arc1,Arc1,Gene
Arc2,Arc2,Gene
Arc42,Arc42,Gene
Arcn1,Arcn1,Gene
Arf1,Arf1,Gene
Arf102F,Arf102F,Gene
Arf2,Arf2,Gene
Arf3,Arf3,Gene
Arf4,Arf4,Gene
Arf5,Arf5,Gene
Arf51F,Arf51F,Gene
Arf6,Arf6,Gene
Arf79F,Arf79F,Gene
ArfGAP1,ArfGAP1,Gene
ArfGAP3,ArfGAP3,Gene
Arfgap1,Arfgap1,Gene
Arfgap2,Arfgap2,Gene
Arfgef1,Arfgef1,Gene
Arfgef2,Arfgef2,Gene
Arfip2,Arfip2,Gene
Arfrp1,Arfrp1,Gene
Arg1,Arg1,Gene
Argk,Argk,Gene
Arhgap1,Arhgap1,Gene
Arhgap10,Arhgap10,Gene
Arhgap15,Arhgap15,Gene
Arhgap17,Arhgap17,Gene
Arhgap22,Arhgap22,Gene
Arhgap23,Arhgap23,Gene
Arhgap26,Arhgap26,Gene
Arhgap29,Arhgap29,Gene
Arhgap31,Arhgap31,Gene
Arhgap32,Arhgap32,Gene
Arhgap33,Arhgap33,Gene
Arhgap35,Arhgap35,Gene
Arhgap44,Arhgap44,Gene
Arhgap5,Arhgap5,Gene
Arhgdia,Arhgdia,Gene
Arhgdib,Arhgdib,Gene
Arhgef1,Arhgef1,Gene
Arhgef11,Arhgef11,Gene
Arhgef15,Arhgef15,Gene
Arhgef17,Arhgef17,Gene
Arhgef18,Arhgef18,Gene
Arhgef2,Arhgef2,Gene
Arhgef25,Arhgef25,Gene
Arhgef6,Arhgef6,Gene
Arhgef7,Arhgef7,Gene
Arid1a,Arid1a,Gene
Arid1b,Arid1b,Gene
Arid2,Arid2,Gene
Arid3a,Arid3a,Gene
Arid3b,Arid3b,Gene
Arid4b,Arid4b,Gene
Arid5b,Arid5b,Gene
Arih1,Arih1,Gene
Arih2,Arih2,Gene
Ark,Ark,Gene
Arl1,Arl1,Gene
Arl2,Arl2,Gene
Arl3,Arl3,Gene
Arl4,Arl4,Gene
Arl4d,Arl4d,Gene
Arl5b,Arl5b,Gene
Arl6ip1,Arl6ip1,Gene
Arl6ip4,Arl6ip4,Gene
Arl6ip5,Arl6ip5,Gene
Arl8a,Arl8a,Gene
Arl8b,Arl8b,Gene
Armcx3,Armcx3,Gene
Arnt,Arnt,Gene
Arntl,Arntl,Gene
Arp1,Arp1,Gene
Arp10,Arp10,Gene
Arp2,Arp2,Gene
Arp3,Arp3,Gene
Arp5,Arp5,Gene
Arp6,Arp6,Gene
Arp8,Arp8,Gene
Arpc1,Arpc1,Gene
Arpc1a,Arpc1a,Gene
Arpc1b,Arpc1b,Gene
Arpc2,Arpc2,Gene
Arpc3,Arpc3,Gene
Arpc3A,Arpc3A,Gene
Arpc3B,Arpc3B,Gene
Arpc4,Arpc4,Gene
Arpc5,Arpc5,Gene
Arpc5l,Arpc5l,Gene
Arr1,Arr1,Gene
Arr2,Arr2,Gene
Arrb1,Arrb1,Gene
Arrb2,Arrb2,Gene
Ars2,Ars2,Gene
Arsb,Arsb,Gene
Art1,Art1,Gene
Art2,Art2,Gene
Art3,Art3,Gene
Art4,Art4,Gene
Art6,Art6,Gene
Art7,Art7,Gene
Art8,Art8,Gene
Art9,Art9,Gene
ArthMp038,ArthMp038,Gene
ArthMp095,ArthMp095,Gene
Artn,Artn,Gene
Arvcf,Arvcf,Gene
As3mt,As3mt,Gene
Asap,Asap,Gene
Asap1,Asap1,Gene
Asap2,Asap2,Gene
Asator,Asator,Gene
Asb1,Asb1,Gene
Asb12,Asb12,Gene
Asb15,Asb15,Gene
Asb2,Asb2,Gene
Asb3,Asb3,Gene
Asb4,Asb4,Gene
Asb6,Asb6,Gene
Ascc1,Ascc1,Gene
Ascc3,Ascc3,Gene
Asciz,Asciz,Gene
Ascl1,Ascl1,Gene
Ascl3,Ascl3,Gene
Ascl4,Ascl4,Gene
Asf1a,Asf1a,Gene
Ash1l,Ash1l,Gene
Ash2l,Ash2l,Gene
Asic1,Asic1,Gene
Asic2,Asic2,Gene
Asna1,Asna1,Gene
Asns,Asns,Gene
Asph,Asph,Gene
Asrgl1,Asrgl1,Gene
Ass1,Ass1,Gene
AstC,AstC,Gene
AstC-R1,AstC-R1,Gene
Astn1,Astn1,Gene
Asun,Asun,Gene
Asx,Asx,Gene
Asxl1,Asxl1,Gene
Asxl2,Asxl2,Gene
At17.1,At17.1,Gene
AtHB23,AtHB23,Gene
AtIPCS1,AtIPCS1,Gene
AtIPCS2,AtIPCS2,Gene
AtPOT1a,AtPOT1a,Gene
AtVEX1,AtVEX1,Gene
Atac1,Atac1,Gene
Atac2,Atac2,Gene
Atac3,Atac3,Gene
Atad1,Atad1,Gene
Atad2,Atad2,Gene
Atad3a,Atad3a,Gene
Atad5,Atad5,Gene
Atat1,Atat1,Gene
Atf-2,Atf-2,Gene
Atf2,Atf2,Gene
Atf3,Atf3,Gene
Atf4,Atf4,Gene
Atf5,Atf5,Gene
Atf6,Atf6,Gene
Atf7,Atf7,Gene
Atf7ip,Atf7ip,Gene
Atg1,Atg1,Gene
Atg10,Atg10,Gene
Atg101,Atg101,Gene
Atg12,Atg12,Gene
Atg13,Atg13,Gene
Atg14,Atg14,Gene
Atg16,Atg16,Gene
Atg16l1,Atg16l1,Gene
Atg16l2,Atg16l2,Gene
Atg17,Atg17,Gene
Atg18a,Atg18a,Gene
Atg18b,Atg18b,Gene
Atg2,Atg2,Gene
Atg2a,Atg2a,Gene
Atg3,Atg3,Gene
Atg4a,Atg4a,Gene
Atg4b,Atg4b,Gene
Atg5,Atg5,Gene
Atg6,Atg6,Gene
Atg7,Atg7,Gene
Atg8a,Atg8a,Gene
Atg8b,Atg8b,Gene
Atg9,Atg9,Gene
Atic,Atic,Gene
AtkdsA1,AtkdsA1,Gene
Atm,Atm,Gene
Atn1,Atn1,Gene
Atoh1,Atoh1,Gene
Atoh8,Atoh8,Gene
Atox1,Atox1,Gene
Atp1a1,Atp1a1,Gene
Atp1a2,Atp1a2,Gene
Atp1a3,Atp1a3,Gene
Atp1b1,Atp1b1,Gene
Atp1b3,Atp1b3,Gene
Atp2a2,Atp2a2,Gene
Atp2a3,Atp2a3,Gene
Atp2b1,Atp2b1,Gene
Atp2b2,Atp2b2,Gene
Atp2b3,Atp2b3,Gene
Atp2b4,Atp2b4,Gene
Atp2c1,Atp2c1,Gene
Atp4a,Atp4a,Gene
Atp5a1,Atp5a1,Gene
Atp5b,Atp5b,Gene
Atp5c1,Atp5c1,Gene
Atp5d,Atp5d,Gene
Atp5f1,Atp5f1,Gene
Atp5g2,Atp5g2,Gene
Atp5h,Atp5h,Gene
Atp5j,Atp5j,Gene
Atp5j2,Atp5j2,Gene
Atp5k,Atp5k,Gene
Atp5l,Atp5l,Gene
Atp5o,Atp5o,Gene
Atp6ap2,Atp6ap2,Gene
Atp6v0a1,Atp6v0a1,Gene
Atp6v0a4,Atp6v0a4,Gene
Atp6v0b,Atp6v0b,Gene
Atp6v0c,Atp6v0c,Gene
Atp6v0d1,Atp6v0d1,Gene
Atp6v0d2,Atp6v0d2,Gene
Atp6v0e,Atp6v0e,Gene
Atp6v1a,Atp6v1a,Gene
Atp6v1b2,Atp6v1b2,Gene
Atp6v1c1,Atp6v1c1,Gene
Atp6v1d,Atp6v1d,Gene
Atp6v1e1,Atp6v1e1,Gene
Atp6v1e2,Atp6v1e2,Gene
Atp6v1g1,Atp6v1g1,Gene
Atp6v1g2,Atp6v1g2,Gene
Atp6v1h,Atp6v1h,Gene
Atp7a,Atp7a,Gene
Atp7b,Atp7b,Gene
Atp8b2,Atp8b2,Gene
Atpalpha,Atpalpha,Gene
Atpif1,Atpif1,Gene
Atr,Atr,Gene
Atrip,Atrip,Gene
Atrnl1,Atrnl1,Gene
Atrx,Atrx,Gene
AttB,AttB,Gene
AttC,AttC,Gene
AttD,AttD,Gene
Atu,Atu,Gene
Atx2,Atx2,Gene
Atxn1,Atxn1,Gene
Atxn10,Atxn10,Gene
Atxn2,Atxn2,Gene
Atxn2l,Atxn2l,Gene
Atxn3,Atxn3,Gene
Atxn7,Atxn7,Gene
Aup1,Aup1,Gene
Aurka,Aurka,Gene
Aurkb,Aurkb,Gene
Auts2,Auts2,Gene
Aven,Aven,Gene
Avil,Avil,Gene
Awp1,Awp1,Gene
Axin1,Axin1,Gene
Axin2,Axin2,Gene
Axl,Axl,Gene
Axn,Axn,Gene
Axs,Axs,Gene
Axud1,Axud1,Gene
Azi2,Azi2,Gene
B ALPHA,B ALPHA,Gene
B-H1,B-H1,Gene
B0019.2,B0019.2,Gene
B0024.11,B0024.11,Gene
B0035.1,B0035.1,Gene
B0035.6,B0035.6,Gene
B0198.3,B0198.3,Gene
B0205.6,B0205.6,Gene
B0207.6,B0207.6,Gene
B0238.1,B0238.1,Gene
B0238.12,B0238.12,Gene
B0252.1,B0252.1,Gene
B0252.3,B0252.3,Gene
B0272.4,B0272.4,Gene
B0280.9,B0280.9,Gene
B0284.1,B0284.1,Gene
B0284.3,B0284.3,Gene
B0285.4,B0285.4,Gene
B0286.3,B0286.3,Gene
B0303.7,B0303.7,Gene
B0336.5,B0336.5,Gene
B0336.7,B0336.7,Gene
B0353.1,B0353.1,Gene
B0361.3,B0361.3,Gene
B0361.6,B0361.6,Gene
B0361.9,B0361.9,Gene
B0391.10,B0391.10,Gene
B0393.3,B0393.3,Gene
B0393.6,B0393.6,Gene
B0416.5,B0416.5,Gene
B0432.6,B0432.6,Gene
B0432.8,B0432.8,Gene
B0454.8,B0454.8,Gene
B0464.9,B0464.9,Gene
B0478.3,B0478.3,Gene
B0491.5,B0491.5,Gene
B0495.2,B0495.2,Gene
B0495.5,B0495.5,Gene
B0495.9,B0495.9,Gene
B0507.1,B0507.1,Gene
B0507.3,B0507.3,Gene
B0511.6,B0511.6,Gene
B0545.4,B0545.4,Gene
B120,B120,Gene
B22918-2,B22918-2,Gene
B2M,B2M,Gene
B2m,B2m,Gene
B3GALNT1,B3GALNT1,Gene
B3GALNT2,B3GALNT2,Gene
B3GALT1,B3GALT1,Gene
B3GALT2,B3GALT2,Gene
B3GALT4,B3GALT4,Gene
B3GALT6,B3GALT6,Gene
B3GALTL,B3GALTL,Gene
B3GAT1,B3GAT1,Gene
B3GAT3,B3GAT3,Gene
B3GNT2,B3GNT2,Gene
B3GNT3,B3GNT3,Gene
B3GNT4,B3GNT4,Gene
B3GNT5,B3GNT5,Gene
B3GNT9,B3GNT9,Gene
B4,B4,Gene
B4GALNT1,B4GALNT1,Gene
B4GALNT3,B4GALNT3,Gene
B4GALNT4,B4GALNT4,Gene
B4GALT1,B4GALT1,Gene
B4GALT2,B4GALT2,Gene
B4GALT3,B4GALT3,Gene
B4GALT4,B4GALT4,Gene
B4GALT5,B4GALT5,Gene
B4GALT7,B4GALT7,Gene
B4GAT1,B4GAT1,Gene
B4galnt1,B4galnt1,Gene
B4galt1,B4galt1,Gene
B52,B52,Gene
B73,B73,Gene
B9D1,B9D1,Gene
B9D2,B9D2,Gene
B9d1,B9d1,Gene
BAALC,BAALC,Gene
BAALC-AS2,BAALC-AS2,Gene
BAAT,BAAT,Gene
BABAM1,BABAM1,Gene
BACE1,BACE1,Gene
BACE2,BACE2,Gene
BACH1,BACH1,Gene
BACH2,BACH2,Gene
BAD,BAD,Gene
BAG1,BAG1,Gene
BAG2,BAG2,Gene
BAG3,BAG3,Gene
BAG4,BAG4,Gene
BAG5,BAG5,Gene
BAG6,BAG6,Gene
BAG7,BAG7,Gene
BAHCC1,BAHCC1,Gene
BAHD1,BAHD1,Gene
BAI1,BAI1,Gene
BAI2,BAI2,Gene
BAI3,BAI3,Gene
BAIAP2,BAIAP2,Gene
BAIAP2L1,BAIAP2L1,Gene
BAIAP3,BAIAP3,Gene
BAK1,BAK1,Gene
BAM1,BAM1,Gene
BAM2,BAM2,Gene
BAM3,BAM3,Gene
BAM4,BAM4,Gene
BAMBI,BAMBI,Gene
BANF1,BANF1,Gene
BANK1,BANK1,Gene
BANP,BANP,Gene
BAP1,BAP1,Gene
BAP2,BAP2,Gene
BAP3,BAP3,Gene
BAR1,BAR1,Gene
BARD1,BARD1,Gene
BARHL1,BARHL1,Gene
BARHL2,BARHL2,Gene
BARX1,BARX1,Gene
BAS1,BAS1,Gene
BASL,BASL,Gene
BASP1,BASP1,Gene
BAT1,BAT1,Gene
BAT2,BAT2,Gene
BAT5,BAT5,Gene
BATF,BATF,Gene
BATF2,BATF2,Gene
BATF3,BATF3,Gene
BAX,BAX,Gene
BAZ1A,BAZ1A,Gene
BAZ1B,BAZ1B,Gene
BAZ2A,BAZ2A,Gene
BAZ2B,BAZ2B,Gene
BBC1,BBC1,Gene
BBC3,BBC3,Gene
BBD1,BBD1,Gene
BBIP1,BBIP1,Gene
BBLF2-BBLF3,BBLF2-BBLF3,Gene
BBM,BBM,Gene
BBOX1,BBOX1,Gene
BBP1,BBP1,Gene
BBS1,BBS1,Gene
BBS10,BBS10,Gene
BBS2,BBS2,Gene
BBS4,BBS4,Gene
BBS5,BBS5,Gene
BBS7,BBS7,Gene
BBS9,BBS9,Gene
BBX,BBX,Gene
BBX32,BBX32,Gene
BC100451,BC100451,Gene
BCA3,BCA3,Gene
BCA4,BCA4,Gene
BCAM,BCAM,Gene
BCAN,BCAN,Gene
BCAP29,BCAP29,Gene
BCAP31,BCAP31,Gene
BCAR1,BCAR1,Gene
BCAR3,BCAR3,Gene
BCAS1,BCAS1,Gene
BCAS2,BCAS2,Gene
BCAS3,BCAS3,Gene
BCAS4,BCAS4,Gene
BCAT-1,BCAT-1,Gene
BCAT-2,BCAT-2,Gene
BCAT1,BCAT1,Gene
BCAT2,BCAT2,Gene
BCAT4,BCAT4,Gene
BCB,BCB,Gene
BCCIP,BCCIP,Gene
BCD1,BCD1,Gene
BCDIN3D,BCDIN3D,Gene
BCH1,BCH1,Gene
BCH2,BCH2,Gene
BCHE,BCHE,Gene
BCK1,BCK1,Gene
BCK2,BCK2,Gene
BCKDHA,BCKDHA,Gene
BCKDHB,BCKDHB,Gene
BCKDK,BCKDK,Gene
BCL10,BCL10,Gene
BCL11A,BCL11A,Gene
BCL11B,BCL11B,Gene
BCL2,BCL2,Gene
BCL2A1,BCL2A1,Gene
BCL2L1,BCL2L1,Gene
BCL2L10,BCL2L10,Gene
BCL2L11,BCL2L11,Gene
BCL2L12,BCL2L12,Gene
BCL2L13,BCL2L13,Gene
BCL2L14,BCL2L14,Gene
BCL2L15,BCL2L15,Gene
BCL2L2,BCL2L2,Gene
BCL3,BCL3,Gene
BCL6,BCL6,Gene
BCL6B,BCL6B,Gene
BCL7A,BCL7A,Gene
BCL7B,BCL7B,Gene
BCL7C,BCL7C,Gene
BCL9,BCL9,Gene
BCL9L,BCL9L,Gene
BCLAF1,BCLAF1,Gene
BCOR,BCOR,Gene
BCORL1,BCORL1,Gene
BCP1,BCP1,Gene
BCR,BCR,Gene
BCR1,BCR1,Gene
BCS1,BCS1,Gene
BCS1L,BCS1L,Gene
BCY1,BCY1,Gene
BDF1,BDF1,Gene
BDF2,BDF2,Gene
BDH1,BDH1,Gene
BDH2,BDH2,Gene
BDKRB2,BDKRB2,Gene
BDNF,BDNF,Gene
BDP1,BDP1,Gene
BDS1,BDS1,Gene
BE0003N10.3,BE0003N10.3,Gene
BEAF-32,BEAF-32,Gene
BEAN1,BEAN1,Gene
BECN1,BECN1,Gene
BEE1,BEE1,Gene
BEE2,BEE2,Gene
BEGAIN,BEGAIN,Gene
BEH2,BEH2,Gene
BEH3,BEH3,Gene
BEH4,BEH4,Gene
BEL1,BEL1,Gene
BEL10,BEL10,Gene
BEM1,BEM1,Gene
BEM2,BEM2,Gene
BEM3,BEM3,Gene
BEM4,BEM4,Gene
BEND2,BEND2,Gene
BEND3,BEND3,Gene
BEND4,BEND4,Gene
BEND5,BEND5,Gene
BEND7,BEND7,Gene
BER1,BER1,Gene
BES1,BES1,Gene
BEST1,BEST1,Gene
BEST4,BEST4,Gene
BET1,BET1,Gene
BET10,BET10,Gene
BET1L,BET1L,Gene
BET2,BET2,Gene
BET3,BET3,Gene
BET4,BET4,Gene
BET5,BET5,Gene
BETA-OHASE 2,BETA-OHASE 2,Gene
BETA-TIP,BETA-TIP,Gene
BEX1,BEX1,Gene
BEX2,BEX2,Gene
BEX4,BEX4,Gene
BEX5,BEX5,Gene
BFA1,BFA1,Gene
BFAR,BFAR,Gene
BFR1,BFR1,Gene
BFR2,BFR2,Gene
BFSP1,BFSP1,Gene
BFSP2,BFSP2,Gene
BGAL1,BGAL1,Gene
BGAL4,BGAL4,Gene
BGL2,BGL2,Gene
BGLAP,BGLAP,Gene
BGLF1,BGLF1,Gene
BGLF2,BGLF2,Gene
BGLF4,BGLF4,Gene
BGLF5,BGLF5,Gene
BGLU16,BGLU16,Gene
BGLU18,BGLU18,Gene
BGLU19,BGLU19,Gene
BGLU21,BGLU21,Gene
BGLU22,BGLU22,Gene
BGLU34,BGLU34,Gene
BGLU35,BGLU35,Gene
BGLU42,BGLU42,Gene
BGN,BGN,Gene
BHD,BHD,Gene
BHLH039,BHLH039,Gene
BHLH100,BHLH100,Gene
BHLH101,BHLH101,Gene
BHLH32,BHLH32,Gene
BHLHA15,BHLHA15,Gene
BHLHB9,BHLHB9,Gene
BHLHE40,BHLHE40,Gene
BHLHE41,BHLHE41,Gene
BHMT,BHMT,Gene
BHMT2,BHMT2,Gene
BI-1,BI-1,Gene
BI1,BI1,Gene
BI2,BI2,Gene
BI3,BI3,Gene
BI4,BI4,Gene
BICC1,BICC1,Gene
BICD1,BICD1,Gene
BICD2,BICD2,Gene
BID,BID,Gene
BIG,BIG,Gene
BIG1,BIG1,Gene
BIGYIN,BIGYIN,Gene
BIK,BIK,Gene
BIK1,BIK1,Gene
BIL1,BIL1,Gene
BIL4,BIL4,Gene
BIM1,BIM1,Gene
BIM2,BIM2,Gene
BIM3,BIM3,Gene
BIN1,BIN1,Gene
BIN2,BIN2,Gene
BIN3,BIN3,Gene
BIN3-IT1,BIN3-IT1,Gene
BIN4,BIN4,Gene
BIO2,BIO2,Gene
BIO3,BIO3,Gene
BIO4,BIO4,Gene
BIO5,BIO5,Gene
BIP1,BIP1,Gene
BIP2,BIP2,Gene
BIP3,BIP3,Gene
BIR1,BIR1,Gene
BIRC2,BIRC2,Gene
BIRC3,BIRC3,Gene
BIRC5,BIRC5,Gene
BIRC6,BIRC6,Gene
BIRC7,BIRC7,Gene
BIRC8,BIRC8,Gene
BIT2,BIT2,Gene
BIT61,BIT61,Gene
BIVM,BIVM,Gene
BKI1,BKI1,Gene
BKRF1,BKRF1,Gene
BLCAP,BLCAP,Gene
BLH1,BLH1,Gene
BLH2,BLH2,Gene
BLH3,BLH3,Gene
BLH4,BLH4,Gene
BLH5,BLH5,Gene
BLH6,BLH6,Gene
BLH7,BLH7,Gene
BLH8,BLH8,Gene
BLI,BLI,Gene
BLI1,BLI1,Gene
BLID,BLID,Gene
BLK,BLK,Gene
BLM,BLM,Gene
BLM10,BLM10,Gene
BLMH,BLMH,Gene
BLNK,BLNK,Gene
BLOC1S1,BLOC1S1,Gene
BLOC1S2,BLOC1S2,Gene
BLOC1S3,BLOC1S3,Gene
BLOC1S4,BLOC1S4,Gene
BLOC1S5,BLOC1S5,Gene
BLOC1S6,BLOC1S6,Gene
BLRF1,BLRF1,Gene
BLS1,BLS1,Gene
BLT,BLT,Gene
BLVRA,BLVRA,Gene
BLVRB,BLVRB,Gene
BLZF1,BLZF1,Gene
BM-40-SPARC,BM-40-SPARC,Gene
BMF,BMF,Gene
BMH1,BMH1,Gene
BMH2,BMH2,Gene
BMI1,BMI1,Gene
BMP1,BMP1,Gene
BMP10,BMP10,Gene
BMP15,BMP15,Gene
BMP2,BMP2,Gene
BMP2K,BMP2K,Gene
BMP3,BMP3,Gene
BMP4,BMP4,Gene
BMP6,BMP6,Gene
BMP7,BMP7,Gene
BMP8A,BMP8A,Gene
BMP8B,BMP8B,Gene
BMPR1A,BMPR1A,Gene
BMPR1B,BMPR1B,Gene
BMPR2,BMPR2,Gene
BMS1,BMS1,Gene
BMS1P5,BMS1P5,Gene
BMT2,BMT2,Gene
BMT5,BMT5,Gene
BMT6,BMT6,Gene
BMX,BMX,Gene
BMY2,BMY2,Gene
BNA1,BNA1,Gene
BNA2,BNA2,Gene
BNA3,BNA3,Gene
BNA4,BNA4,Gene
BNA5,BNA5,Gene
BNA6,BNA6,Gene
BNA7,BNA7,Gene
BNC1,BNC1,Gene
BNC2,BNC2,Gene
BNI1,BNI1,Gene
BNI4,BNI4,Gene
BNI5,BNI5,Gene
BNIP1,BNIP1,Gene
BNIP2,BNIP2,Gene
BNIP3,BNIP3,Gene
BNIP3L,BNIP3L,Gene
BNIP3P6,BNIP3P6,Gene
BNIPL,BNIPL,Gene
BNQ2,BNQ2,Gene
BNR1,BNR1,Gene
BNS1,BNS1,Gene
BOB1,BOB1,Gene
BOC,BOC,Gene
BOD1,BOD1,Gene
BOD1L1,BOD1L1,Gene
BOD1L2,BOD1L2,Gene
BOI1,BOI1,Gene
BOI2,BOI2,Gene
BOK,BOK,Gene
BOLA1,BOLA1,Gene
BOLA2,BOLA2,Gene
BOLA2B,BOLA2B,Gene
BOLA3,BOLA3,Gene
BOLL,BOLL,Gene
BON1,BON1,Gene
BON2,BON2,Gene
BON3,BON3,Gene
BOP1,BOP1,Gene
BOP2,BOP2,Gene
BOP3,BOP3,Gene
BOR1,BOR1,Gene
BOR5,BOR5,Gene
BORA,BORA,Gene
BOS1,BOS1,Gene
BOU,BOU,Gene
BPA1,BPA1,Gene
BPC1,BPC1,Gene
BPC4,BPC4,Gene
BPC6,BPC6,Gene
BPEp,BPEp,Gene
BPGM,BPGM,Gene
BPH1,BPH1,Gene
BPHL,BPHL,Gene
BPIFA1,BPIFA1,Gene
BPIFA2,BPIFA2,Gene
BPIFB1,BPIFB1,Gene
BPIFB3,BPIFB3,Gene
BPL1,BPL1,Gene
BPLF1,BPLF1,Gene
BPM1,BPM1,Gene
BPM2,BPM2,Gene
BPM3,BPM3,Gene
BPM4,BPM4,Gene
BPM5,BPM5,Gene
BPM6,BPM6,Gene
BPNT1,BPNT1,Gene
BPT1,BPT1,Gene
BPTF,BPTF,Gene
BPY2,BPY2,Gene
BR6OX1,BR6OX1,Gene
BR6OX2,BR6OX2,Gene
BRAF,BRAF,Gene
BRAP,BRAP,Gene
BRAT1,BRAT1,Gene
BRC1,BRC1,Gene
BRCA1,BRCA1,Gene
BRCA2(IV),BRCA2(IV),Gene
BRCA2,BRCA2,Gene
BRCA2B,BRCA2B,Gene
BRCC3,BRCC3,Gene
BRD1,BRD1,Gene
BRD2,BRD2,Gene
BRD3,BRD3,Gene
BRD4,BRD4,Gene
BRD7,BRD7,Gene
BRD8,BRD8,Gene
BRD9,BRD9,Gene
BRDT,BRDT,Gene
BRE,BRE,Gene
BRE1,BRE1,Gene
BRE2,BRE2,Gene
BRE4,BRE4,Gene
BRE5,BRE5,Gene
BRF1,BRF1,Gene
BRF2,BRF2,Gene
BRH1,BRH1,Gene
BRI1,BRI1,Gene
BRI3,BRI3,Gene
BRI3BP,BRI3BP,Gene
BRICD5,BRICD5,Gene
BRINP1,BRINP1,Gene
BRINP3,BRINP3,Gene
BRIP1,BRIP1,Gene
BRIX1,BRIX1,Gene
BRIZ1,BRIZ1,Gene
BRIZ2,BRIZ2,Gene
BRK1,BRK1,Gene
BRL1,BRL1,Gene
BRL2,BRL2,Gene
BRL3,BRL3,Gene
BRLF1,BRLF1,Gene
BRM,BRM,Gene
BRMS1,BRMS1,Gene
BRMS1L,BRMS1L,Gene
BRN1,BRN1,Gene
BRO1,BRO1,Gene
BROX,BROX,Gene
BRPF1,BRPF1,Gene
BRPF3,BRPF3,Gene
BRR1,BRR1,Gene
BRR2,BRR2,Gene
BRR6,BRR6,Gene
BRRF1,BRRF1,Gene
BRSK1,BRSK1,Gene
BRSK2,BRSK2,Gene
BRWD1,BRWD1,Gene
BRWD3,BRWD3,Gene
BRX,BRX,Gene
BRX1,BRX1,Gene
BS1,BS1,Gene
BS14A,BS14A,Gene
BSC1,BSC1,Gene
BSC2,BSC2,Gene
BSC4,BSC4,Gene
BSC5,BSC5,Gene
BSC6,BSC6,Gene
BSCL2,BSCL2,Gene
BSD2,BSD2,Gene
BSDC1,BSDC1,Gene
BSG,BSG,Gene
BSH,BSH,Gene
BSK1,BSK1,Gene
BSK2,BSK2,Gene
BSK3,BSK3,Gene
BSL1,BSL1,Gene
BSL2,BSL2,Gene
BSL3,BSL3,Gene
BSN,BSN,Gene
BSND,BSND,Gene
BSP1,BSP1,Gene
BSPRY,BSPRY,Gene
BST1,BST1,Gene
BST2,BST2,Gene
BSU1,BSU1,Gene
BT1,BT1,Gene
BT2,BT2,Gene
BT3,BT3,Gene
BT4,BT4,Gene
BT5,BT5,Gene
BTAF1,BTAF1,Gene
BTBD1,BTBD1,Gene
BTBD10,BTBD10,Gene
BTBD11,BTBD11,Gene
BTBD16,BTBD16,Gene
BTBD2,BTBD2,Gene
BTBD3,BTBD3,Gene
BTBD6,BTBD6,Gene
BTBD7,BTBD7,Gene
BTBD8,BTBD8,Gene
BTBD9,BTBD9,Gene
BTC,BTC,Gene
BTD,BTD,Gene
BTF3,BTF3,Gene
BTF3L4,BTF3L4,Gene
BTG1,BTG1,Gene
BTG2,BTG2,Gene
BTG3,BTG3,Gene
BTG4,BTG4,Gene
BTI1,BTI1,Gene
BTI2,BTI2,Gene
BTI3,BTI3,Gene
BTK,BTK,Gene
BTLA,BTLA,Gene
BTN1A1,BTN1A1,Gene
BTN2,BTN2,Gene
BTN2A1,BTN2A1,Gene
BTN2A2,BTN2A2,Gene
BTN2A3P,BTN2A3P,Gene
BTN3A1,BTN3A1,Gene
BTN3A2,BTN3A2,Gene
BTN3A3,BTN3A3,Gene
BTNL8,BTNL8,Gene
BTR1L,BTR1L,Gene
BTRC,BTRC,Gene
BTS,BTS,Gene
BTS1,BTS1,Gene
BTT1,BTT1,Gene
BUB1,BUB1,Gene
BUB1B,BUB1B,Gene
BUB2,BUB2,Gene
BUB3,BUB3,Gene
BUB3.1,BUB3.1,Gene
BUBR1,BUBR1,Gene
BUD13,BUD13,Gene
BUD14,BUD14,Gene
BUD16,BUD16,Gene
BUD17,BUD17,Gene
BUD2,BUD2,Gene
BUD20,BUD20,Gene
BUD21,BUD21,Gene
BUD22,BUD22,Gene
BUD23,BUD23,Gene
BUD25,BUD25,Gene
BUD27,BUD27,Gene
