geneId:ID,name,:LABEL
Jak2,Jak2,Gene
Jak3,Jak3,Gene
Jakmip1,Jakmip1,Gene
Jam3,Jam3,Gene
Jarid2,Jarid2,Gene
Jdp2,Jdp2,Gene
JhI-1,JhI-1,Gene
JhI-26,JhI-26,Gene
Jheh1,Jheh1,Gene
Jheh2,Jheh2,Gene
Jheh3,Jheh3,Gene
Jmjd1c,Jmjd1c,Gene
Jmy,Jmy,Gene
Jon25Bi,Jon25Bi,Gene
Jon25Bii,Jon25Bii,Gene
Jon25Biii,Jon25Biii,Gene
Jon65Ai,Jon65Ai,Gene
Jon65Aii,Jon65Aii,Gene
Jon65Aiii,Jon65Aiii,Gene
Jon65Aiv,Jon65Aiv,Gene
Jon66Cii,Jon66Cii,Gene
Jon74E,Jon74E,Gene
Jon99Cii,Jon99Cii,Gene
Jon99Ciii,Jon99Ciii,Gene
Jon99Fi,Jon99Fi,Gene
Jon99Fii,Jon99Fii,Gene
Jph2,Jph2,Gene
Jph4,Jph4,Gene
Jra,Jra,Gene
Jun,Jun,Gene
Junb,Junb,Gene
Jund,Jund,Gene
Jup,Jup,Gene
Jupiter,Jupiter,Gene
Jwa,Jwa,Gene
K01A11.1,K01A11.1,Gene
K01A11.2,K01A11.2,Gene
K01A2.10,K01A2.10,Gene
K01C8.1,K01C8.1,Gene
K01D12.7,K01D12.7,Gene
K01G5.5,K01G5.5,Gene
K02D3.1,K02D3.1,Gene
K02D3.2,K02D3.2,Gene
K02E10.4,K02E10.4,Gene
K03B4.1,K03B4.1,Gene
K03H4.2,K03H4.2,Gene
K03H6.2,K03H6.2,Gene
K04A8.3,K04A8.3,Gene
K04C1.5,K04C1.5,Gene
K04F10.2,K04F10.2,Gene
K04F10.3,K04F10.3,Gene
K04F10.7,K04F10.7,Gene
K04G2.10,K04G2.10,Gene
K04G7.1,K04G7.1,Gene
K04G7.11,K04G7.11,Gene
K04H4.2,K04H4.2,Gene
K05B2.4,K05B2.4,Gene
K05C4.2,K05C4.2,Gene
K06H6.1,K06H6.1,Gene
K06H7.1,K06H7.1,Gene
K07A1.1,K07A1.1,Gene
K07C11.4,K07C11.4,Gene
K07C11.7,K07C11.7,Gene
K07C5.3,K07C5.3,Gene
K07C5.6,K07C5.6,Gene
K07E1.1,K07E1.1,Gene
K07F5.14,K07F5.14,Gene
K07G6.1,K07G6.1,Gene
K08C7.1,K08C7.1,Gene
K08D9.5,K08D9.5,Gene
K08E3.5,K08E3.5,Gene
K08F11.2,K08F11.2,Gene
K08F8.1,K08F8.1,Gene
K09A11.1,K09A11.1,Gene
K09C6.2,K09C6.2,Gene
K09E2.3,K09E2.3,Gene
K09G1.1,K09G1.1,Gene
K09H11.1,K09H11.1,Gene
K10C8.3,K10C8.3,Gene
K10D2.1,K10D2.1,Gene
K10D2.5,K10D2.5,Gene
K10D2.7,K10D2.7,Gene
K10D3.4,K10D3.4,Gene
K10D6.4,K10D6.4,Gene
K10H10.4,K10H10.4,Gene
K11B4.1,K11B4.1,Gene
K11D12.9,K11D12.9,Gene
K11D9.3,K11D9.3,Gene
K11G9.5,K11G9.5,Gene
K11H12.3,K11H12.3,Gene
K12D12.5,K12D12.5,Gene
K12H4.3,K12H4.3,Gene
K12H4.5,K12H4.5,Gene
K12H4.7,K12H4.7,Gene
K12H6.7,K12H6.7,Gene
K3,K3,Gene
K5,K5,Gene
K8,K8,Gene
KAB1,KAB1,Gene
KAC1,KAC1,Gene
KAC2,KAC2,Gene
KAE1,KAE1,Gene
KAK,KAK,Gene
KAL1,KAL1,Gene
KALRN,KALRN,Gene
KAN,KAN,Gene
KAN2,KAN2,Gene
KANK1,KANK1,Gene
KANK2,KANK2,Gene
KANSL1,KANSL1,Gene
KANSL2,KANSL2,Gene
KANSL3,KANSL3,Gene
KAP104,KAP104,Gene
KAP114,KAP114,Gene
KAP120,KAP120,Gene
KAP122,KAP122,Gene
KAP123,KAP123,Gene
KAP95,KAP95,Gene
KAPP,KAPP,Gene
KAR1,KAR1,Gene
KAR2,KAR2,Gene
KAR3,KAR3,Gene
KAR4,KAR4,Gene
KAR5,KAR5,Gene
KAR9,KAR9,Gene
KARS,KARS,Gene
KAT1,KAT1,Gene
KAT2,KAT2,Gene
KAT2A,KAT2A,Gene
KAT2B,KAT2B,Gene
KAT3,KAT3,Gene
KAT5,KAT5,Gene
KAT6A,KAT6A,Gene
KAT6B,KAT6B,Gene
KAT7,KAT7,Gene
KAT8,KAT8,Gene
KATNA1,KATNA1,Gene
KATNAL1,KATNAL1,Gene
KATNAL2,KATNAL2,Gene
KATNB1,KATNB1,Gene
KATNBL1,KATNBL1,Gene
KAZN,KAZN,Gene
KBTBD13,KBTBD13,Gene
KBTBD2,KBTBD2,Gene
KBTBD3,KBTBD3,Gene
KBTBD4,KBTBD4,Gene
KBTBD6,KBTBD6,Gene
KBTBD7,KBTBD7,Gene
KBTBD8,KBTBD8,Gene
KCC4,KCC4,Gene
KCH1,KCH1,Gene
KCMF1,KCMF1,Gene
KCNA1,KCNA1,Gene
KCNA10,KCNA10,Gene
KCNA2,KCNA2,Gene
KCNA3,KCNA3,Gene
KCNA4,KCNA4,Gene
KCNA5,KCNA5,Gene
KCNA6,KCNA6,Gene
KCNAB1,KCNAB1,Gene
KCNAB2,KCNAB2,Gene
KCNAB3,KCNAB3,Gene
KCNB1,KCNB1,Gene
KCNB2,KCNB2,Gene
KCNC1,KCNC1,Gene
KCNC2,KCNC2,Gene
KCNC4,KCNC4,Gene
KCND2,KCND2,Gene
KCND3,KCND3,Gene
KCNE1,KCNE1,Gene
KCNE1L,KCNE1L,Gene
KCNE2,KCNE2,Gene
KCNE3,KCNE3,Gene
KCNE4,KCNE4,Gene
KCNF1,KCNF1,Gene
KCNG1,KCNG1,Gene
KCNG2,KCNG2,Gene
KCNG3,KCNG3,Gene
KCNG4,KCNG4,Gene
KCNH1,KCNH1,Gene
KCNH2,KCNH2,Gene
KCNH7,KCNH7,Gene
KCNIP1,KCNIP1,Gene
KCNIP2,KCNIP2,Gene
KCNIP3,KCNIP3,Gene
KCNIP4,KCNIP4,Gene
KCNJ1,KCNJ1,Gene
KCNJ10,KCNJ10,Gene
KCNJ11,KCNJ11,Gene
KCNJ12,KCNJ12,Gene
KCNJ15,KCNJ15,Gene
KCNJ2,KCNJ2,Gene
KCNJ3,KCNJ3,Gene
KCNJ4,KCNJ4,Gene
KCNJ5,KCNJ5,Gene
KCNJ6,KCNJ6,Gene
KCNJ8,KCNJ8,Gene
KCNJ9,KCNJ9,Gene
KCNK1,KCNK1,Gene
KCNK10,KCNK10,Gene
KCNK16,KCNK16,Gene
KCNK17,KCNK17,Gene
KCNK18,KCNK18,Gene
KCNK3,KCNK3,Gene
KCNK4,KCNK4,Gene
KCNK5,KCNK5,Gene
KCNK9,KCNK9,Gene
KCNMA1,KCNMA1,Gene
KCNMB1,KCNMB1,Gene
KCNMB2,KCNMB2,Gene
KCNN2,KCNN2,Gene
KCNN3,KCNN3,Gene
KCNN4,KCNN4,Gene
KCNQ,KCNQ,Gene
KCNQ1,KCNQ1,Gene
KCNQ2,KCNQ2,Gene
KCNQ3,KCNQ3,Gene
KCNQ4,KCNQ4,Gene
KCNQ5,KCNQ5,Gene
KCNRG,KCNRG,Gene
KCNS2,KCNS2,Gene
KCNS3,KCNS3,Gene
KCNV1,KCNV1,Gene
KCNV2,KCNV2,Gene
KCO2,KCO2,Gene
KCO5,KCO5,Gene
KCO6,KCO6,Gene
KCS1,KCS1,Gene
KCS10,KCS10,Gene
KCS11,KCS11,Gene
KCS15,KCS15,Gene
KCS16,KCS16,Gene
KCS2,KCS2,Gene
KCS20,KCS20,Gene
KCS5,KCS5,Gene
KCS6,KCS6,Gene
KCS9,KCS9,Gene
KCTD1,KCTD1,Gene
KCTD10,KCTD10,Gene
KCTD11,KCTD11,Gene
KCTD12,KCTD12,Gene
KCTD13,KCTD13,Gene
KCTD14,KCTD14,Gene
KCTD15,KCTD15,Gene
KCTD17,KCTD17,Gene
KCTD18,KCTD18,Gene
KCTD19,KCTD19,Gene
KCTD2,KCTD2,Gene
KCTD20,KCTD20,Gene
KCTD21,KCTD21,Gene
KCTD3,KCTD3,Gene
KCTD4,KCTD4,Gene
KCTD5,KCTD5,Gene
KCTD6,KCTD6,Gene
KCTD7,KCTD7,Gene
KCTD8,KCTD8,Gene
KCTD9,KCTD9,Gene
KCTD9P2,KCTD9P2,Gene
KCTD9P3,KCTD9P3,Gene
KDELC1,KDELC1,Gene
KDELC2,KDELC2,Gene
KDELR1,KDELR1,Gene
KDELR2,KDELR2,Gene
KDELR3,KDELR3,Gene
KDM1A,KDM1A,Gene
KDM1B,KDM1B,Gene
KDM2A,KDM2A,Gene
KDM2B,KDM2B,Gene
KDM3A,KDM3A,Gene
KDM3B,KDM3B,Gene
KDM4A,KDM4A,Gene
KDM4B,KDM4B,Gene
KDM4C,KDM4C,Gene
KDM4D,KDM4D,Gene
KDM5A,KDM5A,Gene
KDM5B,KDM5B,Gene
KDM5C,KDM5C,Gene
KDM5D,KDM5D,Gene
KDM6A,KDM6A,Gene
KDM6B,KDM6B,Gene
KDM8,KDM8,Gene
KDR,KDR,Gene
KDSB,KDSB,Gene
KDSR,KDSR,Gene
KDX1,KDX1,Gene
KEA1,KEA1,Gene
KEA6,KEA6,Gene
KEAP1,KEAP1,Gene
KEG,KEG,Gene
KEG1,KEG1,Gene
KEI1,KEI1,Gene
KEL,KEL,Gene
KEL1,KEL1,Gene
KEL2,KEL2,Gene
KEL3,KEL3,Gene
KELP,KELP,Gene
KERA,KERA,Gene
KES1,KES1,Gene
KEU,KEU,Gene
KEX1,KEX1,Gene
KEX2,KEX2,Gene
KFase,KFase,Gene
KGD1,KGD1,Gene
KGD2,KGD2,Gene
KHA1,KHA1,Gene
KHDRBS1,KHDRBS1,Gene
KHDRBS2,KHDRBS2,Gene
KHDRBS3,KHDRBS3,Gene
KHK,KHK,Gene
KHNYN,KHNYN,Gene
KHSRP,KHSRP,Gene
KIAA0020,KIAA0020,Gene
KIAA0040,KIAA0040,Gene
KIAA0087,KIAA0087,Gene
KIAA0100,KIAA0100,Gene
KIAA0101,KIAA0101,Gene
KIAA0141,KIAA0141,Gene
KIAA0195,KIAA0195,Gene
KIAA0196,KIAA0196,Gene
KIAA0226,KIAA0226,Gene
KIAA0226L,KIAA0226L,Gene
KIAA0232,KIAA0232,Gene
KIAA0319,KIAA0319,Gene
KIAA0319L,KIAA0319L,Gene
KIAA0355,KIAA0355,Gene
KIAA0368,KIAA0368,Gene
KIAA0391,KIAA0391,Gene
KIAA0408,KIAA0408,Gene
KIAA0430,KIAA0430,Gene
KIAA0509,KIAA0509,Gene
KIAA0513,KIAA0513,Gene
KIAA0556,KIAA0556,Gene
KIAA0586,KIAA0586,Gene
KIAA0753,KIAA0753,Gene
KIAA0754,KIAA0754,Gene
KIAA0825,KIAA0825,Gene
KIAA0895,KIAA0895,Gene
KIAA0907,KIAA0907,Gene
KIAA0922,KIAA0922,Gene
KIAA0930,KIAA0930,Gene
KIAA1033,KIAA1033,Gene
KIAA1107,KIAA1107,Gene
KIAA1109,KIAA1109,Gene
KIAA1143,KIAA1143,Gene
KIAA1147,KIAA1147,Gene
KIAA1161,KIAA1161,Gene
KIAA1191,KIAA1191,Gene
KIAA1211,KIAA1211,Gene
KIAA1217,KIAA1217,Gene
KIAA1244,KIAA1244,Gene
KIAA1279,KIAA1279,Gene
KIAA1328,KIAA1328,Gene
KIAA1377,KIAA1377,Gene
KIAA1407,KIAA1407,Gene
KIAA1429,KIAA1429,Gene
KIAA1456,KIAA1456,Gene
KIAA1462,KIAA1462,Gene
KIAA1467,KIAA1467,Gene
KIAA1468,KIAA1468,Gene
KIAA1522,KIAA1522,Gene
KIAA1524,KIAA1524,Gene
KIAA1549,KIAA1549,Gene
KIAA1549L,KIAA1549L,Gene
KIAA1551,KIAA1551,Gene
KIAA1586,KIAA1586,Gene
KIAA1598,KIAA1598,Gene
KIAA1671,KIAA1671,Gene
KIAA1683,KIAA1683,Gene
KIAA1715,KIAA1715,Gene
KIAA1804,KIAA1804,Gene
KIAA1841,KIAA1841,Gene
KIAA1875,KIAA1875,Gene
KIAA1919,KIAA1919,Gene
KIAA1958,KIAA1958,Gene
KIAA2013,KIAA2013,Gene
KIAA2018,KIAA2018,Gene
KIAA2022,KIAA2022,Gene
KIAA2026,KIAA2026,Gene
KIC1,KIC1,Gene
KIDINS220,KIDINS220,Gene
KIF11,KIF11,Gene
KIF12,KIF12,Gene
KIF13A,KIF13A,Gene
KIF13B,KIF13B,Gene
KIF14,KIF14,Gene
KIF15,KIF15,Gene
KIF16B,KIF16B,Gene
KIF17,KIF17,Gene
KIF18A,KIF18A,Gene
KIF18B,KIF18B,Gene
KIF1A,KIF1A,Gene
KIF1B,KIF1B,Gene
KIF1C,KIF1C,Gene
KIF20A,KIF20A,Gene
KIF20B,KIF20B,Gene
KIF21A,KIF21A,Gene
KIF21B,KIF21B,Gene
KIF22,KIF22,Gene
KIF23,KIF23,Gene
KIF24,KIF24,Gene
KIF25-AS1,KIF25-AS1,Gene
KIF26A,KIF26A,Gene
KIF26B,KIF26B,Gene
KIF27,KIF27,Gene
KIF2A,KIF2A,Gene
KIF2C,KIF2C,Gene
KIF3A,KIF3A,Gene
KIF3B,KIF3B,Gene
KIF3C,KIF3C,Gene
KIF4A,KIF4A,Gene
KIF4B,KIF4B,Gene
KIF5A,KIF5A,Gene
KIF5B,KIF5B,Gene
KIF5C,KIF5C,Gene
KIF6,KIF6,Gene
KIF7,KIF7,Gene
KIF9,KIF9,Gene
KIFAP3,KIFAP3,Gene
KIFC1,KIFC1,Gene
KIFC2,KIFC2,Gene
KIFC3,KIFC3,Gene
KIN,KIN,Gene
KIN1,KIN1,Gene
KIN10,KIN10,Gene
KIN11,KIN11,Gene
KIN2,KIN2,Gene
KIN28,KIN28,Gene
KIN3,KIN3,Gene
KIN4,KIN4,Gene
KIN82,KIN82,Gene
KINESIN-12B,KINESIN-12B,Gene
KINESIN-13A,KINESIN-13A,Gene
KING1,KING1,Gene
KIP1,KIP1,Gene
KIP2,KIP2,Gene
KIP3,KIP3,Gene
KIPK,KIPK,Gene
KIR2DL1,KIR2DL1,Gene
KIR2DL2,KIR2DL2,Gene
KIR2DL3,KIR2DL3,Gene
KIR2DL4,KIR2DL4,Gene
KIR2DS1,KIR2DS1,Gene
KIR2DS2,KIR2DS2,Gene
KIR2DS5,KIR2DS5,Gene
KIR3DL1,KIR3DL1,Gene
KIR3DL2,KIR3DL2,Gene
KIR3DP1,KIR3DP1,Gene
KIR3DS1,KIR3DS1,Gene
KIR3DX1,KIR3DX1,Gene
KIRREL,KIRREL,Gene
KIRREL2,KIRREL2,Gene
KIRREL3-AS3,KIRREL3-AS3,Gene
KIS,KIS,Gene
KIS1,KIS1,Gene
KIS2,KIS2,Gene
KISS1,KISS1,Gene
KISS1R,KISS1R,Gene
KIT,KIT,Gene
KITLG,KITLG,Gene
KIWI,KIWI,Gene
KIZ,KIZ,Gene
KKQ8,KKQ8,Gene
KLC1,KLC1,Gene
KLC2,KLC2,Gene
KLC3,KLC3,Gene
KLC4,KLC4,Gene
KLF1,KLF1,Gene
KLF10,KLF10,Gene
KLF11,KLF11,Gene
KLF12,KLF12,Gene
KLF13,KLF13,Gene
KLF15,KLF15,Gene
KLF16,KLF16,Gene
KLF17,KLF17,Gene
KLF2,KLF2,Gene
KLF3,KLF3,Gene
KLF4,KLF4,Gene
KLF5,KLF5,Gene
KLF6,KLF6,Gene
KLF7,KLF7,Gene
KLF8,KLF8,Gene
KLF9,KLF9,Gene
KLHDC10,KLHDC10,Gene
KLHDC2,KLHDC2,Gene
KLHDC3,KLHDC3,Gene
KLHDC4,KLHDC4,Gene
KLHDC8B,KLHDC8B,Gene
KLHDC9,KLHDC9,Gene
KLHL1,KLHL1,Gene
KLHL10,KLHL10,Gene
KLHL11,KLHL11,Gene
KLHL12,KLHL12,Gene
KLHL13,KLHL13,Gene
KLHL14,KLHL14,Gene
KLHL15,KLHL15,Gene
KLHL17,KLHL17,Gene
KLHL18,KLHL18,Gene
KLHL2,KLHL2,Gene
KLHL20,KLHL20,Gene
KLHL21,KLHL21,Gene
KLHL22,KLHL22,Gene
KLHL23,KLHL23,Gene
KLHL24,KLHL24,Gene
KLHL25,KLHL25,Gene
KLHL26,KLHL26,Gene
KLHL28,KLHL28,Gene
KLHL29,KLHL29,Gene
KLHL3,KLHL3,Gene
KLHL30-AS1,KLHL30-AS1,Gene
KLHL32,KLHL32,Gene
KLHL34,KLHL34,Gene
KLHL35,KLHL35,Gene
KLHL36,KLHL36,Gene
KLHL38,KLHL38,Gene
KLHL4,KLHL4,Gene
KLHL40,KLHL40,Gene
KLHL41,KLHL41,Gene
KLHL42,KLHL42,Gene
KLHL5,KLHL5,Gene
KLHL6,KLHL6,Gene
KLHL7,KLHL7,Gene
KLHL8,KLHL8,Gene
KLHL9,KLHL9,Gene
KLK1,KLK1,Gene
KLK10,KLK10,Gene
KLK11,KLK11,Gene
KLK13,KLK13,Gene
KLK15,KLK15,Gene
KLK2,KLK2,Gene
KLK3,KLK3,Gene
KLK4,KLK4,Gene
KLK5,KLK5,Gene
KLK6,KLK6,Gene
KLK7,KLK7,Gene
KLK8,KLK8,Gene
KLK9,KLK9,Gene
KLKB1,KLKB1,Gene
KLRAP1,KLRAP1,Gene
KLRC1,KLRC1,Gene
KLRC2,KLRC2,Gene
KLRC3,KLRC3,Gene
KLRD1,KLRD1,Gene
KLRF1,KLRF1,Gene
KLRG1,KLRG1,Gene
KLRG2,KLRG2,Gene
KLRK1,KLRK1,Gene
KMT2A,KMT2A,Gene
KMT2B,KMT2B,Gene
KMT2C,KMT2C,Gene
KMT2D,KMT2D,Gene
KMT2E,KMT2E,Gene
KNAT1,KNAT1,Gene
KNAT2,KNAT2,Gene
KNAT3,KNAT3,Gene
KNAT4,KNAT4,Gene
KNAT5,KNAT5,Gene
KNAT6,KNAT6,Gene
KNAT7,KNAT7,Gene
KNDC1,KNDC1,Gene
KNG1,KNG1,Gene
KNH1,KNH1,Gene
KNOP1,KNOP1,Gene
KNS1,KNS1,Gene
KNSTRN,KNSTRN,Gene
KNTC1,KNTC1,Gene
KOG1,KOG1,Gene
KP1,KP1,Gene
KP78b,KP78b,Gene
KPHMT1,KPHMT1,Gene
KPNA1,KPNA1,Gene
KPNA2,KPNA2,Gene
KPNA3,KPNA3,Gene
KPNA4,KPNA4,Gene
KPNA5,KPNA5,Gene
KPNA6,KPNA6,Gene
KPNA7,KPNA7,Gene
KPNB1,KPNB1,Gene
KPP,KPP,Gene
KPRP,KPRP,Gene
KPTN,KPTN,Gene
KRAS,KRAS,Gene
KRBA1,KRBA1,Gene
KRBA2,KRBA2,Gene
KRBOX4,KRBOX4,Gene
KRCC1,KRCC1,Gene
KRE1,KRE1,Gene
KRE2,KRE2,Gene
KRE28,KRE28,Gene
KRE29,KRE29,Gene
KRE33,KRE33,Gene
KRE5,KRE5,Gene
KRE6,KRE6,Gene
KRE9,KRE9,Gene
KRI1,KRI1,Gene
KRIT1,KRIT1,Gene
KRP2,KRP2,Gene
KRP4,KRP4,Gene
KRP6,KRP6,Gene
KRR1,KRR1,Gene
KRS1,KRS1,Gene
KRT1,KRT1,Gene
KRT10,KRT10,Gene
KRT12,KRT12,Gene
KRT13,KRT13,Gene
KRT14,KRT14,Gene
KRT15,KRT15,Gene
KRT16,KRT16,Gene
KRT17,KRT17,Gene
KRT18,KRT18,Gene
KRT19,KRT19,Gene
KRT2,KRT2,Gene
KRT20,KRT20,Gene
KRT222,KRT222,Gene
KRT23,KRT23,Gene
KRT24,KRT24,Gene
KRT26,KRT26,Gene
KRT28,KRT28,Gene
KRT3,KRT3,Gene
KRT31,KRT31,Gene
KRT32,KRT32,Gene
KRT33A,KRT33A,Gene
KRT33B,KRT33B,Gene
KRT34,KRT34,Gene
KRT35,KRT35,Gene
KRT36,KRT36,Gene
KRT37,KRT37,Gene
KRT38,KRT38,Gene
KRT4,KRT4,Gene
KRT40,KRT40,Gene
KRT5,KRT5,Gene
KRT6A,KRT6A,Gene
KRT6B,KRT6B,Gene
KRT6C,KRT6C,Gene
KRT7,KRT7,Gene
KRT71,KRT71,Gene
KRT72,KRT72,Gene
KRT73,KRT73,Gene
KRT74,KRT74,Gene
KRT75,KRT75,Gene
KRT76,KRT76,Gene
KRT77,KRT77,Gene
KRT78,KRT78,Gene
KRT79,KRT79,Gene
KRT8,KRT8,Gene
KRT80,KRT80,Gene
KRT81,KRT81,Gene
KRT82,KRT82,Gene
KRT83,KRT83,Gene
KRT84,KRT84,Gene
KRT85,KRT85,Gene
KRT86,KRT86,Gene
KRT87P,KRT87P,Gene
KRT8P12,KRT8P12,Gene
KRT9,KRT9,Gene
KRTAP10-1,KRTAP10-1,Gene
KRTAP10-11,KRTAP10-11,Gene
KRTAP10-3,KRTAP10-3,Gene
KRTAP10-4,KRTAP10-4,Gene
KRTAP10-5,KRTAP10-5,Gene
KRTAP10-7,KRTAP10-7,Gene
KRTAP10-8,KRTAP10-8,Gene
KRTAP10-9,KRTAP10-9,Gene
KRTAP11-1,KRTAP11-1,Gene
KRTAP12-1,KRTAP12-1,Gene
KRTAP12-2,KRTAP12-2,Gene
KRTAP12-4,KRTAP12-4,Gene
KRTAP13-1,KRTAP13-1,Gene
KRTAP13-3,KRTAP13-3,Gene
KRTAP19-5,KRTAP19-5,Gene
KRTAP19-7,KRTAP19-7,Gene
KRTAP2-4,KRTAP2-4,Gene
KRTAP23-1,KRTAP23-1,Gene
KRTAP26-1,KRTAP26-1,Gene
KRTAP3-1,KRTAP3-1,Gene
KRTAP3-2,KRTAP3-2,Gene
KRTAP3-3,KRTAP3-3,Gene
KRTAP4-11,KRTAP4-11,Gene
KRTAP4-12,KRTAP4-12,Gene
KRTAP4-2,KRTAP4-2,Gene
KRTAP4-7,KRTAP4-7,Gene
KRTAP5-6,KRTAP5-6,Gene
KRTAP5-9,KRTAP5-9,Gene
KRTAP8-1,KRTAP8-1,Gene
KRTAP9-1,KRTAP9-1,Gene
KRTAP9-2,KRTAP9-2,Gene
KRTAP9-3,KRTAP9-3,Gene
KRTAP9-4,KRTAP9-4,Gene
KRTAP9-7,KRTAP9-7,Gene
KRTAP9-8,KRTAP9-8,Gene
KRTAP9-9,KRTAP9-9,Gene
KRTCAP2,KRTCAP2,Gene
KSH1,KSH1,Gene
KSP1,KSP1,Gene
KSR1,KSR1,Gene
KSR2,KSR2,Gene
KSS1,KSS1,Gene
KT1,KT1,Gene
KT2,KT2,Gene
KT2/3,KT2/3,Gene
KT5,KT5,Gene
KTF1,KTF1,Gene
KTI11,KTI11,Gene
KTI12,KTI12,Gene
KTN1,KTN1,Gene
KTR1,KTR1,Gene
KTR2,KTR2,Gene
KTR3,KTR3,Gene
KTR4,KTR4,Gene
KTR5,KTR5,Gene
KTR6,KTR6,Gene
KTR7,KTR7,Gene
KU70,KU70,Gene
KU80,KU80,Gene
KUF1,KUF1,Gene
KUP10,KUP10,Gene
KUP6,KUP6,Gene
KUP7,KUP7,Gene
KUP9,KUP9,Gene
KXD1,KXD1,Gene
KYNU,KYNU,Gene
Kah,Kah,Gene
Kalrn,Kalrn,Gene
Kank2,Kank2,Gene
Kansl3,Kansl3,Gene
Kap-alpha1,Kap-alpha1,Gene
Kap-alpha3,Kap-alpha3,Gene
Kap3,Kap3,Gene
Karl,Karl,Gene
Kars,Kars,Gene
Karybeta3,Karybeta3,Gene
Kat2a,Kat2a,Gene
Kat2b,Kat2b,Gene
Kat5,Kat5,Gene
Kat60,Kat60,Gene
Kat6a,Kat6a,Gene
Kat6b,Kat6b,Gene
Kat7,Kat7,Gene
Kat8,Kat8,Gene
Katna1,Katna1,Gene
Katnb1,Katnb1,Gene
Kb15,Kb15,Gene
Kb23,Kb23,Gene
Kbtbd8,Kbtbd8,Gene
Kcna1,Kcna1,Gene
Kcna2,Kcna2,Gene
Kcna3,Kcna3,Gene
Kcna4,Kcna4,Gene
Kcna5,Kcna5,Gene
Kcna6,Kcna6,Gene
Kcnab1,Kcnab1,Gene
Kcnab2,Kcnab2,Gene
Kcnb1,Kcnb1,Gene
Kcnc1,Kcnc1,Gene
Kcnc2,Kcnc2,Gene
Kcnd1,Kcnd1,Gene
Kcnd2,Kcnd2,Gene
Kcnd3,Kcnd3,Gene
Kcnh2,Kcnh2,Gene
Kcnh7,Kcnh7,Gene
Kcnip1,Kcnip1,Gene
Kcnip2,Kcnip2,Gene
Kcnip3,Kcnip3,Gene
Kcnj1,Kcnj1,Gene
Kcnj10,Kcnj10,Gene
Kcnj11,Kcnj11,Gene
Kcnj15,Kcnj15,Gene
Kcnj16,Kcnj16,Gene
Kcnj2,Kcnj2,Gene
Kcnj4,Kcnj4,Gene
Kcnk1,Kcnk1,Gene
Kcnma1,Kcnma1,Gene
Kcnmb1,Kcnmb1,Gene
Kcnq1,Kcnq1,Gene
Kcnq1ot1,Kcnq1ot1,Gene
Kcnq2,Kcnq2,Gene
Kcnq3,Kcnq3,Gene
Kctd10,Kctd10,Gene
Kctd13,Kctd13,Gene
Kctd16,Kctd16,Gene
Kctd20,Kctd20,Gene
Kctd3,Kctd3,Gene
Kctd5,Kctd5,Gene
KdelR,KdelR,Gene
Kdm1a,Kdm1a,Gene
Kdm1b,Kdm1b,Gene
Kdm2,Kdm2,Gene
Kdm2b,Kdm2b,Gene
Kdm3a,Kdm3a,Gene
Kdm3b,Kdm3b,Gene
Kdm4A,Kdm4A,Gene
Kdm4B,Kdm4B,Gene
Kdm4a,Kdm4a,Gene
Kdm4b,Kdm4b,Gene
Kdm4c,Kdm4c,Gene
Kdm5a,Kdm5a,Gene
Kdm5b,Kdm5b,Gene
Kdm5c,Kdm5c,Gene
Kdm5d,Kdm5d,Gene
Kdm6a,Kdm6a,Gene
Kdm6b,Kdm6b,Gene
Kdr,Kdr,Gene
Kdsr,Kdsr,Gene
Keap1,Keap1,Gene
Kebab,Kebab,Gene
Khc,Khc,Gene
Khc-73,Khc-73,Gene
Khdc3,Khdc3,Gene
Khdrbs1,Khdrbs1,Gene
Khdrbs3,Khdrbs3,Gene
Khsrp,Khsrp,Gene
Kif11,Kif11,Gene
Kif13b,Kif13b,Gene
Kif15,Kif15,Gene
Kif17,Kif17,Gene
Kif18a,Kif18a,Gene
Kif18b,Kif18b,Gene
Kif19A,Kif19A,Gene
Kif19a,Kif19a,Gene
Kif1a,Kif1a,Gene
Kif1b,Kif1b,Gene
Kif1c,Kif1c,Gene
Kif20a,Kif20a,Gene
Kif20b,Kif20b,Gene
Kif21a,Kif21a,Gene
Kif21b,Kif21b,Gene
Kif22,Kif22,Gene
Kif23,Kif23,Gene
Kif2a,Kif2a,Gene
Kif2c,Kif2c,Gene
Kif3C,Kif3C,Gene
Kif3a,Kif3a,Gene
Kif3b,Kif3b,Gene
Kif3c,Kif3c,Gene
Kif4,Kif4,Gene
Kif5a,Kif5a,Gene
Kif5b,Kif5b,Gene
Kif5c,Kif5c,Gene
Kif7,Kif7,Gene
Kifap3,Kifap3,Gene
Kifc1,Kifc1,Gene
Kifc2,Kifc2,Gene
Kifc3,Kifc3,Gene
Kifc5b,Kifc5b,Gene
Kirrel,Kirrel,Gene
Kiss1,Kiss1,Gene
Kiss1r,Kiss1r,Gene
Kit,Kit,Gene
Kitl,Kitl,Gene
Kl,Kl,Gene
Klc,Klc,Gene
Klc1,Klc1,Gene
Klc2,Klc2,Gene
Klc3,Klc3,Gene
Klc4,Klc4,Gene
Klf10,Klf10,Gene
Klf11,Klf11,Gene
Klf13,Klf13,Gene
Klf2,Klf2,Gene
Klf3,Klf3,Gene
Klf4,Klf4,Gene
Klf5,Klf5,Gene
