STATE_16000;"(siamang:0.056402,(orangutan:0.051267,(gorilla:0.034389,(human:0.030322,(chimp:0.020166,bonobo:0.020166):0.010155):0.004067):0.016879):0.005135);"
STATE_17000;"(siamang:0.067322,(orangutan:0.05184,(gorilla:0.036007,(human:0.019585,(chimp:0.009054,bonobo:0.009054):0.010531):0.016422):0.015833):0.015482);"
STATE_18000;"((siamang:0.047674,orangutan:0.047674):0.00223,(gorilla:0.032901,(human:0.020366,(chimp:0.006079,bonobo:0.006079):0.014288):0.012535):0.017003);"
STATE_19000;"(orangutan:0.056574,(siamang:0.053894,(gorilla:0.028681,(human:0.02206,(chimp:0.009489,bonobo:0.009489):0.012571):0.00662):0.025213):0.002681);"
STATE_20000;"(siamang:0.065334,(orangutan:0.05707,(gorilla:0.034321,(human:0.017845,(chimp:0.010481,bonobo:0.010481):0.007364):0.016476):0.022748):0.008264);"
STATE_21000;"(siamang:0.069203,(orangutan:0.054142,(gorilla:0.030232,(human:0.021002,(chimp:0.011789,bonobo:0.011789):0.009213):0.009229):0.02391):0.015061);"
STATE_22000;"(siamang:0.0666,(orangutan:0.059406,(gorilla:0.035296,(human:0.020141,(chimp:0.016188,bonobo:0.016188):0.003953):0.015155):0.02411):0.007195);"
STATE_23000;"((siamang:0.051036,orangutan:0.051036):0.003572,(gorilla:0.033849,(human:0.024043,(chimp:0.013148,bonobo:0.013148):0.010895):0.009806):0.02076);"
STATE_24000;"(siamang:0.057685,(orangutan:0.049897,(gorilla:0.030512,(human:0.016274,(chimp:0.011772,bonobo:0.011772):0.004502):0.014238):0.019385):0.007788);"
STATE_25000;"(siamang:0.060742,(orangutan:0.051576,(gorilla:0.027301,(human:0.022215,(chimp:0.007853,bonobo:0.007853):0.014361):0.005087):0.024274):0.009166);"
STATE_26000;"(siamang:0.059434,(orangutan:0.051996,(gorilla:0.033838,(human:0.022645,(chimp:0.009844,bonobo:0.009844):0.012801):0.011193):0.018158):0.007439);"
STATE_27000;"(siamang:0.062111,(orangutan:0.048194,(gorilla:0.033554,(human:0.02082,(chimp:0.011752,bonobo:0.011752):0.009068):0.012734):0.01464):0.013917);"
STATE_28000;"(siamang:0.06036,(orangutan:0.049677,(gorilla:0.024584,(human:0.015231,(chimp:0.006742,bonobo:0.006742):0.00849):0.009353):0.025092):0.010683);"
STATE_29000;"(siamang:0.060942,(orangutan:0.058745,(gorilla:0.024984,(human:0.018267,(chimp:0.011065,bonobo:0.011065):0.007201):0.006717):0.033761):0.002196);"
STATE_30000;"(orangutan:0.059863,(siamang:0.058416,(gorilla:0.031259,(human:0.025908,(chimp:0.008712,bonobo:0.008712):0.017196):0.005351):0.027157):0.001447);"
STATE_31000;"(siamang:0.055763,(orangutan:0.048187,(gorilla:0.032618,(human:0.019937,(chimp:0.011523,bonobo:0.011523):0.008414):0.012681):0.015569):0.007576);"
STATE_32000;"((siamang:0.060283,orangutan:0.060283):9.25E-4,(gorilla:0.03544,(human:0.019766,(chimp:0.013805,bonobo:0.013805):0.005961):0.015674):0.025768);"
STATE_33000;"(siamang:0.068373,(orangutan:0.058669,(gorilla:0.035389,(human:0.022342,(chimp:0.010877,bonobo:0.010877):0.011465):0.013046):0.02328):0.009704);"
STATE_34000;"(siamang:0.067347,(orangutan:0.0481,(gorilla:0.037402,(human:0.018091,(chimp:0.010212,bonobo:0.010212):0.007879):0.01931):0.010699):0.019247);"
STATE_35000;"(orangutan:0.065941,(siamang:0.054821,(gorilla:0.034564,(human:0.021985,(chimp:0.00754,bonobo:0.00754):0.014445):0.012579):0.020257):0.01112);"
STATE_36000;"(siamang:0.064469,(orangutan:0.050281,(gorilla:0.031408,(human:0.024933,(chimp:0.015165,bonobo:0.015165):0.009768):0.006475):0.018873):0.014188);"
STATE_37000;"(orangutan:0.062405,(siamang:0.058605,(gorilla:0.038836,(human:0.019746,(chimp:0.006401,bonobo:0.006401):0.013344):0.019091):0.019769):0.0038);"
STATE_38000;"(siamang:0.06687,(orangutan:0.05327,(gorilla:0.035761,(human:0.018867,(chimp:0.00849,bonobo:0.00849):0.010377):0.016895):0.017508):0.0136);"
STATE_39000;"(siamang:0.053005,(orangutan:0.044317,(gorilla:0.02529,(human:0.015597,(chimp:0.009782,bonobo:0.009782):0.005815):0.009694):0.019027):0.008688);"
STATE_40000;"(siamang:0.061786,(orangutan:0.049643,(gorilla:0.038449,(human:0.019971,(chimp:0.008994,bonobo:0.008994):0.010976):0.018478):0.011194):0.012143);"
STATE_41000;"(siamang:0.056611,(orangutan:0.048515,(gorilla:0.030592,(human:0.015662,(chimp:0.011146,bonobo:0.011146):0.004516):0.014931):0.017922):0.008096);"
STATE_42000;"(orangutan:0.05997,(siamang:0.049818,(gorilla:0.032453,(human:0.017345,(chimp:0.00968,bonobo:0.00968):0.007665):0.015107):0.017366):0.010152);"
STATE_43000;"(orangutan:0.064166,(siamang:0.060863,(gorilla:0.029733,(human:0.016636,(chimp:0.008486,bonobo:0.008486):0.00815):0.013097):0.03113):0.003303);"
STATE_44000;"(siamang:0.060549,(orangutan:0.056067,(gorilla:0.032345,(human:0.025062,(chimp:0.008208,bonobo:0.008208):0.016854):0.007283):0.023722):0.004482);"
STATE_45000;"(siamang:0.072108,(orangutan:0.051592,(gorilla:0.029824,(human:0.020229,(chimp:0.012006,bonobo:0.012006):0.008224):0.009594):0.021768):0.020517);"
STATE_46000;"(siamang:0.068352,(orangutan:0.048427,(gorilla:0.027459,(human:0.021949,(chimp:0.010724,bonobo:0.010724):0.011225):0.005511):0.020967):0.019925);"
STATE_47000;"(siamang:0.071844,(orangutan:0.046829,(gorilla:0.030059,(human:0.020866,(chimp:0.010695,bonobo:0.010695):0.010171):0.009193):0.01677):0.025015);"
STATE_48000;"(orangutan:0.080623,(siamang:0.067293,(gorilla:0.034812,(human:0.019295,(chimp:0.009486,bonobo:0.009486):0.009809):0.015517):0.032481):0.013329);"
STATE_49000;"(siamang:0.05585,(orangutan:0.044471,(gorilla:0.029462,(human:0.018903,(chimp:0.009981,bonobo:0.009981):0.008922):0.010559):0.015009):0.011379);"
STATE_50000;"(siamang:0.05379,(orangutan:0.050703,(gorilla:0.024953,(human:0.019003,(chimp:0.01023,bonobo:0.01023):0.008773):0.00595):0.02575):0.003086);"
STATE_51000;"(siamang:0.06611,(orangutan:0.061668,(gorilla:0.026877,(human:0.023312,(chimp:0.011297,bonobo:0.011297):0.012015):0.003565):0.034792):0.004442);"
STATE_52000;"(siamang:0.073744,(orangutan:0.051281,(gorilla:0.036429,(human:0.021659,(chimp:0.01093,bonobo:0.01093):0.01073):0.01477):0.014852):0.022463);"
STATE_53000;"(orangutan:0.072201,(siamang:0.063465,(gorilla:0.031748,(human:0.026797,(chimp:0.015746,bonobo:0.015746):0.011051):0.004951):0.031717):0.008736);"
STATE_54000;"((siamang:0.047781,orangutan:0.047781):0.005057,(gorilla:0.032331,(human:0.025776,(chimp:0.014774,bonobo:0.014774):0.011001):0.006555):0.020508);"
STATE_55000;"(siamang:0.063063,(orangutan:0.055348,(gorilla:0.039168,(human:0.019846,(chimp:0.012681,bonobo:0.012681):0.007164):0.019323):0.01618):0.007715);"
STATE_56000;"(siamang:0.064505,(orangutan:0.059374,(gorilla:0.030631,(human:0.017699,(chimp:0.007829,bonobo:0.007829):0.00987):0.012932):0.028743):0.005131);"
STATE_57000;"(siamang:0.064716,(orangutan:0.046178,(gorilla:0.031934,(human:0.020109,(chimp:0.010012,bonobo:0.010012):0.010097):0.011825):0.014244):0.018538);"
STATE_58000;"(orangutan:0.052823,(siamang:0.046888,(gorilla:0.032684,(human:0.024239,(chimp:0.013535,bonobo:0.013535):0.010704):0.008446):0.014204):0.005935);"
STATE_59000;"(siamang:0.063563,(orangutan:0.05486,(gorilla:0.03261,(human:0.021778,(chimp:0.007432,bonobo:0.007432):0.014346):0.010833):0.02225):0.008702);"
STATE_60000;"(siamang:0.062313,(orangutan:0.048839,(gorilla:0.029606,(human:0.020318,(chimp:0.011436,bonobo:0.011436):0.008882):0.009288):0.019233):0.013474);"
STATE_61000;"(orangutan:0.060925,(siamang:0.056932,(gorilla:0.037199,(human:0.017144,(chimp:0.009217,bonobo:0.009217):0.007927):0.020055):0.019733):0.003993);"
STATE_62000;"(siamang:0.066662,(orangutan:0.059148,(gorilla:0.040013,(human:0.027203,(chimp:0.012951,bonobo:0.012951):0.014252):0.01281):0.019136):0.007514);"
STATE_63000;"(siamang:0.066861,(orangutan:0.047842,(gorilla:0.028367,(human:0.018103,(chimp:0.006911,bonobo:0.006911):0.011192):0.010264):0.019475):0.019019);"
STATE_64000;"(siamang:0.065421,(orangutan:0.062448,(gorilla:0.039785,(human:0.023413,(chimp:0.013833,bonobo:0.013833):0.00958):0.016372):0.022663):0.002974);"
STATE_65000;"(siamang:0.071355,(orangutan:0.068849,(gorilla:0.041472,(human:0.026877,(chimp:0.014179,bonobo:0.014179):0.012698):0.014595):0.027377):0.002505);"
STATE_66000;"(siamang:0.064259,(orangutan:0.052632,(gorilla:0.036596,(human:0.020367,(chimp:0.007339,bonobo:0.007339):0.013028):0.016229):0.016036):0.011627);"
STATE_67000;"(orangutan:0.062959,(siamang:0.056581,(gorilla:0.0314,(human:0.014492,(chimp:0.011077,bonobo:0.011077):0.003415):0.016908):0.025181):0.006377);"
STATE_68000;"(siamang:0.06012,(orangutan:0.042091,(gorilla:0.028143,(human:0.021177,(chimp:0.011056,bonobo:0.011056):0.010121):0.006966):0.013948):0.01803);"
STATE_69000;"(siamang:0.069344,(orangutan:0.053839,(gorilla:0.035468,(human:0.01939,(chimp:0.013454,bonobo:0.013454):0.005936):0.016078):0.01837):0.015505);"
STATE_70000;"(orangutan:0.065847,(siamang:0.062637,(gorilla:0.03251,(human:0.02459,(chimp:0.009681,bonobo:0.009681):0.014909):0.00792):0.030128):0.00321);"
STATE_71000;"(siamang:0.070071,(orangutan:0.047605,(gorilla:0.031962,(human:0.023904,(chimp:0.012828,bonobo:0.012828):0.011076):0.008058):0.015643):0.022466);"
STATE_72000;"(siamang:0.061883,(orangutan:0.054767,(gorilla:0.032324,(human:0.016387,(chimp:0.009337,bonobo:0.009337):0.00705):0.015937):0.022443):0.007116);"
STATE_73000;"(siamang:0.062619,(orangutan:0.054308,(gorilla:0.035791,(human:0.017456,(chimp:0.008179,bonobo:0.008179):0.009277):0.018335):0.018516):0.008312);"
STATE_74000;"(siamang:0.06569,(orangutan:0.04637,(gorilla:0.027858,(human:0.021738,(chimp:0.00802,bonobo:0.00802):0.013719):0.006119):0.018512):0.01932);"
STATE_75000;"(siamang:0.064124,(orangutan:0.059863,(gorilla:0.032013,(human:0.017537,(chimp:0.010047,bonobo:0.010047):0.007489):0.014477):0.02785):0.004261);"
STATE_76000;"(siamang:0.071403,(orangutan:0.054263,(gorilla:0.031688,(human:0.020572,(chimp:0.011075,bonobo:0.011075):0.009497):0.011116):0.022575):0.01714);"
STATE_77000;"(siamang:0.069978,(orangutan:0.065163,(gorilla:0.033683,(human:0.024699,(chimp:0.010851,bonobo:0.010851):0.013848):0.008984):0.03148):0.004815);"
STATE_78000;"(siamang:0.064816,(orangutan:0.049475,(gorilla:0.026544,(human:0.020381,(chimp:0.013673,bonobo:0.013673):0.006708):0.006162):0.022931):0.015341);"
STATE_79000;"(siamang:0.063866,(orangutan:0.053652,(gorilla:0.029613,(human:0.013856,(chimp:0.009533,bonobo:0.009533):0.004324):0.015757):0.024039):0.010214);"
STATE_80000;"(siamang:0.066903,(orangutan:0.047572,(gorilla:0.027961,(human:0.017383,(chimp:0.007954,bonobo:0.007954):0.009429):0.010578):0.019611):0.019331);"
STATE_81000;"(siamang:0.073219,(orangutan:0.051574,(gorilla:0.03204,(human:0.01871,(chimp:0.009293,bonobo:0.009293):0.009417):0.01333):0.019534):0.021645);"
STATE_82000;"(siamang:0.062384,(orangutan:0.048907,(gorilla:0.030986,(human:0.019358,(chimp:0.014238,bonobo:0.014238):0.00512):0.011628):0.01792):0.013477);"
STATE_83000;"(orangutan:0.058351,(siamang:0.052242,(gorilla:0.031979,(human:0.025929,(chimp:0.017686,bonobo:0.017686):0.008243):0.00605):0.020263):0.006109);"
STATE_84000;"(orangutan:0.065823,(siamang:0.052768,(gorilla:0.033678,(human:0.022537,(chimp:0.010793,bonobo:0.010793):0.011744):0.011141):0.01909):0.013055);"
STATE_85000;"(siamang:0.066002,(orangutan:0.057137,(gorilla:0.039947,(human:0.023888,(chimp:0.012273,bonobo:0.012273):0.011615):0.016059):0.01719):0.008866);"
STATE_86000;"(siamang:0.058911,(orangutan:0.049262,(gorilla:0.031367,(human:0.020938,(chimp:0.010514,bonobo:0.010514):0.010424):0.010429):0.017895):0.009648);"
STATE_87000;"(siamang:0.060815,(orangutan:0.060814,(gorilla:0.027804,(human:0.022023,(chimp:0.007414,bonobo:0.007414):0.014608):0.005782):0.03301):1.0E-6);"
STATE_88000;"(siamang:0.069528,(orangutan:0.055171,(gorilla:0.036673,(human:0.024965,(chimp:0.009051,bonobo:0.009051):0.015914):0.011708):0.018499):0.014356);"
STATE_89000;"(siamang:0.06085,(orangutan:0.05087,(gorilla:0.035642,(human:0.021083,(chimp:0.007684,bonobo:0.007684):0.013398):0.01456):0.015228):0.00998);"
STATE_90000;"(siamang:0.075197,(orangutan:0.049929,(gorilla:0.031478,(human:0.024307,(chimp:0.010401,bonobo:0.010401):0.013905):0.007171):0.018451):0.025268);"
STATE_91000;"(siamang:0.072576,(orangutan:0.054445,(gorilla:0.030739,(human:0.022519,(chimp:0.012197,bonobo:0.012197):0.010321):0.008221):0.023706):0.018131);"
STATE_92000;"(siamang:0.056557,(orangutan:0.052931,(gorilla:0.033405,(human:0.020253,(chimp:0.007032,bonobo:0.007032):0.013221):0.013152):0.019526):0.003626);"
STATE_93000;"(siamang:0.05775,(orangutan:0.055066,(gorilla:0.028367,(human:0.018939,(chimp:0.007527,bonobo:0.007527):0.011412):0.009429):0.026698):0.002685);"
STATE_94000;"(siamang:0.069524,(orangutan:0.057739,(gorilla:0.033174,(human:0.02073,(chimp:0.009728,bonobo:0.009728):0.011002):0.012444):0.024565):0.011785);"
STATE_95000;"(orangutan:0.054824,(siamang:0.048185,(gorilla:0.029324,(human:0.016505,(chimp:0.012466,bonobo:0.012466):0.004039):0.012818):0.018861):0.006639);"
STATE_96000;"((orangutan:0.053909,siamang:0.053909):0.002841,(gorilla:0.044827,(human:0.0206,(chimp:0.007443,bonobo:0.007443):0.013157):0.024227):0.011923);"
STATE_97000;"(siamang:0.067648,(orangutan:0.063521,(gorilla:0.042902,(human:0.022654,(chimp:0.008556,bonobo:0.008556):0.014098):0.020247):0.020619):0.004127);"
STATE_98000;"(siamang:0.061518,(orangutan:0.056597,(gorilla:0.033505,(human:0.026148,(chimp:0.006042,bonobo:0.006042):0.020106):0.007356):0.023092):0.004921);"
STATE_99000;"(siamang:0.063842,(orangutan:0.053411,(gorilla:0.03688,(human:0.020664,(chimp:0.008916,bonobo:0.008916):0.011748):0.016217):0.01653):0.010431);"
STATE_100000;"(orangutan:0.061147,(siamang:0.055973,(gorilla:0.032105,(human:0.02146,(chimp:0.00833,bonobo:0.00833):0.01313):0.010645):0.023868):0.005174);"
